c,c#,c++,cassandra,couchdb,d3,db2,excel,flume,git,hadoop,hbase,hive,java,javascript,job_title,keras,mahout,mapreduce,matlab,memcacheddb,mongodb,mysql,nosql,oozie,oracle,perl,pig,postgresql,python,r,rethinkdb,ruby,sas,scala,shark,spark,spss,sql,state,sybase,tableau,tensorflow,tsql,vba,zookeeper
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Remote Life Insurance agent (100% commission, free leads, no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% commission & autonomy, daily payo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Engineer III,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,TN,0,1,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% commission, remote, free leads, n",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Data Specialist   Consumer Analytics & Insights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,TN,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"On-Demand Life Insurance Agent (contract, remote, 100% commi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% commission, remote, free leads, n",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,SR. Business Analyst - Ecomm Software,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Remote Life Insurance agent (100% commission, free leads, no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% autonomy, work when & where you w",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% autonomy & commission, daily payo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% commission, telecommute, free lea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% autonomy, work when & where you w",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% commission, remote, free leads, n",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Remote Life Insurance agent (100% commission, free leads, no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Programmer/Developer III,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TN,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"On-Demand Life Insurance Agent (contract, remote, 100% commi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Strategy Analyst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% autonomy, work when & where you w",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Contract Life Insurance Agent (100% commission & autonomy, t",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Project Manager - R00010597,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,TN,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Life Insurance Agent (Remote) - No marketing costs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Manager, Predictive Analytics",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"On-Demand Life Insurance Agent (contract, remote, 100% commi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Data Analyst,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,TN,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Contract Life Insurance Agent (100% commission & autonomy, t",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% commission, telecommute, free lea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Contract Life Insurance Agent (100% commission & autonomy, t",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"On-Demand Life Insurance Agent (work when & where you want,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Staff Scientist, Sr",0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sr. Data Scientist RTI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Data Architect,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,TN,0,1,0,0,0,0
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Data Analyst/Data Scientist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,TN,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% autonomy, work when & where you w",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"On-Demand Life Insurance Agent (work when & where you want,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Manager, Marketing Analytics",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Contract Life Insurance Agent (100% commission & autonomy, f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% commission, telecommute, free lea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% autonomy, work when & where you w",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% commission & autonomy, daily payo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Contract Life Insurance Agent (100% commission & autonomy, t",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"On-Demand Life Insurance Agent (work when & where you want,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% autonomy, work when & where you w",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% autonomy & commission, daily payo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% autonomy, work when & where you w",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Life Insurance Agent (Remote) - No marketing costs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Agent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Engineer III,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,TN,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Visualization Engineer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TN,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% commission, telecommute, free lea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% autonomy, work when & where you w",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Contract Life Insurance Agent (100% commission & autonomy, f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Contract Life Insurance Agent (100% commission & autonomy, f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% autonomy & commission, daily payo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Manager, Provider Network Reimbursement Analytics",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Data Scientist, Recalls & Campaigns",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TN,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Project Manager - Advanced and Predictive Analytics,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,TN,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Business Intelligence Analyst - Supply Chain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Remote Life Insurance agent (100% commission, free leads, no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"On-Demand Life Insurance Agent (contract, remote, 100% commi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,IT Support Specialist IV- Pediatrics,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,TN,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% autonomy & commission, daily payo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% commission, remote, free leads, n",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Program Manager,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,TN,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"On-Demand Life Insurance Agent (contract, remote, 100% commi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% autonomy & commission, daily payo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Postdoctoral Fellow/Genetics, Genomics %26 Informatics",1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,TN,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Life Insurance Agent (Remote) - Free leads,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Life Insurance Agent (Remote) - No marketing costs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% autonomy & commission, daily payo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% autonomy & commission, daily payo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% autonomy & commission, daily payo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Digital Data Business Analyst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sr. Data Quality Analyst/Developer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TN,0,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Manager - Statistical Programming - Work From Home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,TN,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% commission & autonomy, daily payo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Life Insurance Agent (Remote) - No marketing costs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% commission & autonomy, daily payo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% commission, telecommute, free lea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Contract Life Insurance Agent (100% commission & autonomy, t",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist - Analytics COE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,TN,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% commission, remote, free leads, n",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% commission, remote, free leads, n",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Senior Analyst, Quality Generalist",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,TN,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist II,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,TN,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% commission & autonomy, daily payo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% commission, telecommute, free lea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Contract Life Insurance Agent (100% commission & autonomy, f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,"Data Analytics,Scientist",0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,TN,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Life Insurance Agent (Remote) - Free leads,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Remote Life Insurance agent (100% commission, free leads, no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Life Insurance Agent (Remote) - Free leads,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,THE SKILL SET,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,TN,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Contract Life Insurance Agent (100% commission & autonomy, t",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Programmer/Deverloper III,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TN,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Recruiter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"On-Demand Life Insurance Agent (work when & where you want,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Business Intelligence Analyst - Supply Chain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Contract Life Insurance Agent (100% commission & autonomy, f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"On-Demand Life Insurance Agent (contract, remote, 100% commi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director of Digital Innovations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Director, Global Research and Innovation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% commission & autonomy, daily payo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Salesforce Administrator,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Big data engineer,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,TN,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% commission, remote, free leads, n",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director of IT Operations Analytics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior IT Business Analyst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% commission, remote, free leads, n",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Remote Life Insurance agent (100% commission, free leads, no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Contract Life Insurance Agent (100% commission & autonomy, f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,TN,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Analyst, Customer Analytics & Insights",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,TN,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% commission, telecommute, free lea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"On-Demand Life Insurance Agent (contract, remote, 100% commi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Analyst, Customer Analytics & Insights",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,TN,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"On-Demand Life Insurance Agent (work when & where you want,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% autonomy, work when & where you w",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Life Insurance Agent (Remote) - No marketing costs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Life Insurance Agent (100% commission, remote, free leads, n",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Life Insurance Agent (Remote) - No marketing costs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,Enterprise Architect,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,TN,0,1,0,0,0,0
0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,Sr. Data Scientist,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,TN,0,1,0,0,0,0
